Station Name,Device ID,Dev. Type,Installed,Latitude DMS,Longitude DMS,Elevation,Station Location
Broadway Rd. @ Brooks Rd.,30700,Precip.,1/19/2017,33 24 36.0,111 51 54.9,1220,0.5 mi. WNW of Broadway Rd. & Alma School Rd.
Kleinman Park,30800,Precip.,3/26/1991,33 24 03.1,111 51 07.0,1220,1/2 mi. SE of Broadway Rd. and Alma School Rd.
Kleinman Park,30801,Temperature,12/21/2016,33 24 03.1,111 51 07.0,1220,1/2 mi. SE of Broadway Rd. and Alma School Rd.
Kleinman Park,30802,Humidity,12/21/2016,33 24 03.1,111 51 07.0,1220,1/2 mi. SE of Broadway Rd. and Alma School Rd.
Kleinman Park,30804,Ave. Wind,12/21/2016,33 24 03.1,111 51 07.0,1220,1/2 mi. SE of Broadway Rd. and Alma School Rd.
Kleinman Park,30805,Wind Dir.,12/21/2016,33 24 03.1,111 51 07.0,1220,1/2 mi. SE of Broadway Rd. and Alma School Rd.
Kleinman Park,30806,Peak Wind,12/21/2016,33 24 03.1,111 51 07.0,1220,1/2 mi. SE of Broadway Rd. and Alma School Rd.
Horne Rd. @ 8th Ave.,30900,Precip.,12/19/2016,33 23 52.5,111 48 50.7,1225,0.3 mi. N of Southern Ave. on Horne
Fitch Park,31000,Precip.,3/27/1991,33 25 41.1,111 49 38.3,1245,1/2 mi. N of University Dr. and Center St.
Reid Park,31100,Precip.,1/10/2017,33 24 28.3,111 47 42.0,1240,0.4 mi. W of Broadway Rd. & Gilbert Rd.
Mountain View Park,31200,Precip.,3/21/1991,33 25 50.5,111 46 13.8,1280,1/2 mi. N of University Dr. and Lindsay Rd.
Horne Rd. @ McLellan Rd.,31300,Precip.,1/10/2017,33 26 41.8,111 48 49.0,1260,100 yds. N of Horne Rd. & McLellan Rd.
Hermosa Vista Park,31400,Precip.,12/19/2016,33 27 20.4,111 46 13.3,1310,1/4 mi. N of McKellips Rd. & Lindsay Rd.
Price Drain @ Loop 202,31500,Precip.,2/13/2001,33 26 03.8,111 53 25.0,1175,Loop 202 at Loop 101
Alma School Rd. @ 6th St.,31600,Precip.,1/10/2017,33 25 34.3,111 51 22.2,1240,0.3 mi. N of University Dr. & Alma School Rd.
Carriage Lane Park,31700,Precip.,3/26/1991,33 21 29.4,111 53 37.4,1185,1/2 mi. South of Price Rd. and Guadalupe Rd.
Chandler Blvd. @ Arizona Ave.,32000,Precip.,7/25/1996,33 18 19.4,111 50 45.5,1210,1/4 mile W of Chandler Blvd. and AZ Ave.
Mesa Tower,32300,Precip.,7/19/1989,33 22 54.9,111 49 38.4,1215,1/4 mi. NW of McQueen Rd. and Baseline Rd.
Chandler Airport,32500,Precip.,1/26/2006,33 15 30.2,111 49 23.3,1225,1/4 mi. S of Queen Creek Rd. and McQueen Rd.
Val Vista Dr. @ Pueblo Ave.,32600,Precip.,12/19/2016,33 24 04.0,111 45 07.7,1270,0.5 mi. S of Broadway Rd. & Val Vista Dr.
Freestone Basin,32800,Precip.,12/19/1995,33 21 26.4,111 46 21.9,1245,1/2 mi. SSE of Guadalupe Rd. and Lindsay Rd.
Crossroads Park,33000,Precip.,12/18/1995,33 19 39.7,111 44 47.9,1270,1/2 mi. NW of Ray Rd. and Greenfield Rd.
Crossroads Park,33001,Temperature,12/18/1995,33 19 39.7,111 44 47.9,1270,1/2 mi. NW of Ray Rd. and Greenfield Rd.
Crossroads Park,33002,Humidity,12/18/1995,33 19 39.7,111 44 47.9,1270,1/2 mi. NW of Ray Rd. and Greenfield Rd.
Crossroads Park,33003,Pressure,12/18/1995,33 19 39.7,111 44 47.9,1270,1/2 mi. NW of Ray Rd. and Greenfield Rd.
Crossroads Park,33004,Ave. Wind,12/18/1995,33 19 39.7,111 44 47.9,1270,1/2 mi. NW of Ray Rd. and Greenfield Rd.
Crossroads Park,33005,Wind Dir.,10/22/2001,33 19 39.7,111 44 47.9,1270,1/2 mi. NW of Ray Rd. and Greenfield Rd.
Crossroads Park,33006,Peak Wind,12/19/1995,33 19 39.7,111 44 47.9,1270,1/2 mi. NW of Ray Rd. and Greenfield Rd.
Crossroads Park,33011,Solar Rad.,12/18/1995,33 19 39.7,111 44 47.9,1270,1/2 mi. NW of Ray Rd. and Greenfield Rd.
Crossroads Park,33016,Dewpoint,1/1/2003,33 19 39.7,111 44 47.9,1270,1/2 mi. NW of Ray Rd. and Greenfield Rd.
McDowell Rd. @ Hawes Rd.,33200,Precip.,4/13/2006,33 28 03.0,111 39 03.7,1750,100 yds. W of Hawes Rd. and McDowell Rd.
McDowell Rd. @ Meridian Rd.,33500,Precip.,4/23/2006,33 27 56.4,111 34 39.3,1910,125 yds. E of McDowell Rd. and Meridian Rd.
EMF below Powerline Floodway,33700,Precip.,4/15/2014,33 19 01.7,111 41 03.3,1320,1/4 mile SE of Ray Rd. and Power Rd.
Falcon Field,34000,Precip.,10/1/1995,33 27 16.5,111 43 45.7,1370,1/4 mi. NE of McKellips Rd. & Greenfield Rd.
Greenfield Rd. @ Adobe Rd.,34200,Precip.,12/19/2016,33 25 51.7,111 44 10.2,1335,0.4 mi. S of Brown Rd. & Greenfield Rd.
EMF @ Broadway Rd.,34300,Precip.,8/10/1989,33 24 19.8,111 42 37.4,1340,1/2 mi. SSE of Broadway Rd. and Higley Rd.
Recker Rd. @ McLellan Rd.,34400,Precip.,12/19/2016,33 26 45.1,111 42 05.2,1450,0.1 mi. N of Recker Rd. & McLellan Rd.
Williams Field Rd.,34500,Precip.,7/3/2001,33 18 35.6,111 35 00.8,1455,1/4 mi. N of Williams Field Rd. and Meridian
University Dr. @ 62nd St. Basin,34600,Precip.,12/21/2016,33 25 23.3,111 41 47.5,1405,0.2 mi. W of University & 64th St.
University Dr. @ 62nd St. Basin,34607,Stream PT,12/21/2016,33 25 23.3,111 41 47.5,1405,0.2 mi. W of University & 64th St.
Main St. @ Hawes Rd.,34700,Precip.,1/19/2017,33 24 58.5,111 39 12.1,1590,0.2 mi. WNW of Main St. & Hawes Rd.
EMF @ Queen Creek Rd.,34800,Precip.,1/18/1989,33 15 47.1,111 43 32.6,1315,1/3 mi. West of Queen Creek Rd. and Higley Rd.
Jefferson Park,34900,Precip.,12/21/2016,33 24 32.0,111 40 47.4,1400,0.25 mi. E of Power Rd. & Broadway Rd.
Jefferson Park,34901,Temperature,12/21/2016,33 24 32.0,111 40 47.4,1400,0.25 mi. E of Power Rd. & Broadway Rd.
Jefferson Park,34902,Humidity,12/21/2016,33 24 32.0,111 40 47.4,1400,0.25 mi. E of Power Rd. & Broadway Rd.
Jefferson Park,34904,Ave. Wind,12/21/2016,33 24 32.0,111 40 47.4,1400,0.25 mi. E of Power Rd. & Broadway Rd.
Jefferson Park,34905,Wind Dir.,12/21/2016,33 24 32.0,111 40 47.4,1400,0.25 mi. E of Power Rd. & Broadway Rd.
Jefferson Park,34906,Peak Wind,12/21/2016,33 24 32.0,111 40 47.4,1400,0.25 mi. E of Power Rd. & Broadway Rd.
Elliot Rd. @ Hawes Rd.,35000,Precip.,6/26/2001,33 21 02.0,111 39 10.8,1380,NE corner of Elliot Rd. and Hawes Rd.
EMF @ Hunt Hwy.,35100,Precip.,6/26/2017,33 12 17.5,111 45 03.0,1295,0.2 mi. E of Val Vista & Hunt Hwy.
EMF @ Arizona Ave.,35200,Precip.,5/10/1989,33 10 09.6,111 50 33.3,1215,Near the SR 87 bridge 2 mi. South of Hunt Hwy.
EMF @ Arizona Ave.,35201,Temperature,6/6/2012,33 10 09.6,111 50 33.3,1215,Near the SR 87 bridge 2 mi. South of Hunt Hwy.
EMF @ Arizona Ave.,35202,Humidity,6/6/2012,33 10 09.6,111 50 33.3,1215,Near the SR 87 bridge 2 mi. South of Hunt Hwy.
EMF @ Arizona Ave.,35204,Ave. Wind,6/6/2012,33 10 09.6,111 50 33.3,1215,Near the SR 87 bridge 2 mi. South of Hunt Hwy.
EMF @ Arizona Ave.,35205,Wind Dir.,6/6/2012,33 10 09.6,111 50 33.3,1215,Near the SR 87 bridge 2 mi. South of Hunt Hwy.
EMF @ Arizona Ave.,35206,Peak Wind,6/6/2012,33 10 09.6,111 50 33.3,1215,Near the SR 87 bridge 2 mi. South of Hunt Hwy.
EMF @ Arizona Ave.,35211,Solar Rad.,6/6/2012,33 10 09.6,111 50 33.3,1215,Near the SR 87 bridge 2 mi. South of Hunt Hwy.
EMF @ Arizona Ave.,35216,Dewpoint,6/6/2012,33 10 09.6,111 50 33.3,1215,Near the SR 87 bridge 2 mi. South of Hunt Hwy.
Guadalupe Channel,35700,Precip.,8/7/1998,33 21 54.8,111 40 34.4,1360,1/4 mi. E of Power Rd. and Guadalupe Rd.
US 60 @ Ellsworth Rd.,35800,Precip.,1/10/2017,33 23 22.1,111 37 57.4,1470,0.2 mi. N of US 60 & Ellsworth Rd.
Queen Creek Rd.,36000,Precip.,5/1/1982,33 15 41.3,111 37 44.0,1410,1/4 mi. NE of Queen Creek Rd. and Ellsworth Rd.
Queen Creek Water Tank,36200,Precip.,1/10/2017,33 11 46.1,111 39 04.8,1530,0.6 mi. S of Hunt Hwy. & Hawes Rd.
Sonoqui Wash near Hawes Rd.,36300,Precip.,4/23/1993,33 13 26.4,111 39 11.6,1380,0.3 mi. N of Hawes Rd. & Riggs Rd.
Sonoqui Wash near Hawes Rd.,36307,Stream PT,12/21/2016,33 13 26.4,111 39 11.6,1380,0.3 mi. N of Hawes Rd. & Riggs Rd.
Apache Trail,36500,Precip.,4/14/1993,33 24 49.7,111 32 16.5,1740,1/3 mi. NE of Broadway Rd. and Idaho Rd.
US 60 @ Gold Canyon,36900,Precip.,5/11/2016,33 21 53.7,111 28 33.3,1745,US 60 at Superstition Mountain Dr.
US 60 @ Gold Canyon,36907,Stream PT,5/11/2016,33 21 53.7,111 28 33.3,1745,US 60 at Superstition Mountain Dr.
Vineyard FRS,37000,Precip.,11/2/1983,33 21 03.3,111 32 34.2,1580,Alignments of Tomahawk Rd. and Williams Field Rd.
Peralta Road,37100,Precip.,8/16/2016,33 21 28.0,111 23 38.6,1985,3.4 miles NE of Peralta Rd. @ US 60
Rittenhouse FRS,37200,Precip.,9/27/1988,33 17 20.3,111 30 23.7,1590,Alignments of Goldfield Rd. and Germann Rd.
Carney Springs,37300,Precip.,8/16/2016,33 23 08.6,111 21 48.3,2215,6.2 miles NE of Peralta Rd. @ US 60
Powerline Floodway,37500,Precip.,2/13/2008,33 19 16.4,111 38 09.9,1385,Ellsworth Rd. and Ray Rd. alignment
Siphon Draw @ Signal Butte Rd.,37600,Precip.,12/28/2016,33 21 05.9,111 36 03.2,1465,0.1 mi. N of Signal Butte Rd. & Elliot Rd.
Siphon Draw @ Signal Butte Rd.,37607,Stream PT,12/28/2016,33 21 05.9,111 36 03.2,1465,0.1 mi. N of Signal Butte Rd. & Elliot Rd.
Queen Cr. @ Rittenhouse Rd.,37700,Precip.,9/14/1993,33 13 48.9,111 35 39.4,1450,1/3 mi. SE of Signal Butte Rd. & Chandler Hgts Rd. alignments
Queen Cr. @ CAP,38000,Precip.,1/14/1999,33 13 55.8,111 30 11.3,1565,Queen Creek at Central Arizona Project
Wolverine Pass,38300,Precip.,7/12/2007,33 28 04.1,111 31 53.0,2050,1/4 north of the alignments of McDowell and Tomahawk
Florence Junction,38500,Precip.,8/1/1982,33 17 51.1,111 23 46.4,1840,6 miles NW of Florence Junction
Bulldog Canyon,38800,Precip.,7/11/2007,33 28 47.0,111 33 10.2,2080,2 mi. NW of the alignments of McDowell and Tomahawk
Kings Ranch,39000,Precip.,9/13/1981,33 23 06.5,111 26 05.3,2140,7 mi. ESE of Apache Junction
Weekes Wash @ Baseline Rd.,39200,Precip.,5/27/2008,33 22 43.7,111 32 15.1,1630,Baseline at Royal Palm Rd.
Salt R. @ Val Vista Dr.,39500,Precip.,4/13/2011,33 29 03.3,111 45 44.1,1260,1/2 mile W of Val Vista and the Salt River
Salt River Landfill,39700,Precip.,1/30/1998,33 30 18.4,111 47 13.6,1290,1/4 mi. N of Gilbert Road at Beeline Highway
Sand Tank Wash @ I-8,40000,Precip.,6/28/2001,32 55 59.1,112 42 20.8,765,On I-8 bridge south of Gila Bend
Sand Tank Wash,40300,Precip.,7/21/1983,32 48 07.0,112 37 53.2,1160,9 mi. SSE of Gila Bend
Bender Wash,40500,Precip.,1/12/1982,32 54 24.2,112 33 05.7,1200,"Near I-8, 9 miles East of Gila Bend"
Columbus Wash,40800,Precip.,9/21/1999,33 06 45.7,113 20 22.1,720,8 mi. N of Agua Caliente
Copper Wash,41000,Precip.,2/20/2001,33 12 20.0,113 17 05.4,1080,15 miles north of Agua Caliente
4th of July Wash,41200,Precip.,3/14/2002,33 16 39.5,113 07 47.1,1120,21 mi. W of Old US80 on Agua Caliente Road
Gila Bend Mountains,41500,Precip.,6/1/1988,33 14 29.0,113 12 18.1,1560,16 mi NW of Painted Rock Dam off Agua Caliente Rd.
Gila Bend Mountains,41501,Temperature,6/1/1988,33 14 29.0,113 12 18.1,1560,16 mi NW of Painted Rock Dam off Agua Caliente Rd.
Gila Bend Mountains,41502,Humidity,6/1/1988,33 14 29.0,113 12 18.1,1560,16 mi NW of Painted Rock Dam off Agua Caliente Rd.
Gila Bend Mountains,41503,Pressure,6/1/1988,33 14 29.0,113 12 18.1,1560,16 mi NW of Painted Rock Dam off Agua Caliente Rd.
Gila Bend Mountains,41504,Ave. Wind,6/1/1988,33 14 29.0,113 12 18.1,1560,16 mi NW of Painted Rock Dam off Agua Caliente Rd.
Gila Bend Mountains,41505,Wind Dir.,5/1/2001,33 14 29.0,113 12 18.1,1560,16 mi NW of Painted Rock Dam off Agua Caliente Rd.
Gila Bend Mountains,41506,Peak Wind,8/17/1993,33 14 29.0,113 12 18.1,1560,16 mi NW of Painted Rock Dam off Agua Caliente Rd.
Gila Bend Mountains,41511,Solar Rad.,5/24/1994,33 14 29.0,113 12 18.1,1560,16 mi NW of Painted Rock Dam off Agua Caliente Rd.
Gila Bend Mountains,41516,Dewpoint,7/8/1994,33 14 29.0,113 12 18.1,1560,16 mi NW of Painted Rock Dam off Agua Caliente Rd.
Gila R. @ Maricopa Rd.,41700,Precip.,4/6/1995,33 10 14.7,112 00 21.6,1135,Gila River at Maricopa Road bridge
Gila R. @ Olberg,42000,Precip.,4/12/1995,33 05 13.4,111 41 13.2,1305,"Gila River at Olberg Bridge, 3 mi. ENE of Sacaton"
Magma East,42200,Precip.,6/26/2017,33 08 34.1,111 20 23.5,1740,2.1 mi. NNE of AZ Farms Rd. @ SR 79
Magma FRS,42300,Precip.,10/27/1988,33 07 10.5,111 24 09.0,1605,7 mi. NNW of Florence
Magma FRS,42301,Temperature,12/19/1995,33 07 10.5,111 24 09.0,1605,7 mi. NNW of Florence
Magma FRS,42302,Humidity,12/19/1995,33 07 10.5,111 24 09.0,1605,7 mi. NNW of Florence
Magma FRS,42304,Ave. Wind,6/19/1996,33 07 10.5,111 24 09.0,1605,7 mi. NNW of Florence
Magma FRS,42305,Wind Dir.,2/28/2002,33 07 10.5,111 24 09.0,1605,7 mi. NNW of Florence
Magma FRS,42306,Peak Wind,6/19/1996,33 07 10.5,111 24 09.0,1605,7 mi. NNW of Florence
Magma FRS,42307,Stream PT,11/15/2007,33 07 10.5,111 24 09.0,1605,7 mi. NNW of Florence
Magma FRS,42316,Dewpoint,6/1/1998,33 07 10.5,111 24 09.0,1605,7 mi. NNW of Florence
Gila Bend Landfill,42500,Precip.,4/7/1993,32 59 21.5,112 40 30.5,750,3 mi. North of the intersection of US 80 and I-8
Gila Bend Landfill,42501,Temperature,1/17/2002,32 59 21.5,112 40 30.5,750,3 mi. North of the intersection of US 80 and I-8
Gila Bend Landfill,42502,Humidity,1/17/2002,32 59 21.5,112 40 30.5,750,3 mi. North of the intersection of US 80 and I-8
Gila Bend Landfill,42504,Ave. Wind,1/17/2002,32 59 21.5,112 40 30.5,750,3 mi. North of the intersection of US 80 and I-8
Gila Bend Landfill,42505,Wind Dir.,1/17/2002,32 59 21.5,112 40 30.5,750,3 mi. North of the intersection of US 80 and I-8
Gila Bend Landfill,42506,Peak Wind,1/17/2002,32 59 21.5,112 40 30.5,750,3 mi. North of the intersection of US 80 and I-8
Gila Bend Landfill,42511,Solar Rad.,1/17/2002,32 59 21.5,112 40 30.5,750,3 mi. North of the intersection of US 80 and I-8
Gila Bend Landfill,42516,Dewpoint,1/18/2002,32 59 21.5,112 40 30.5,750,3 mi. North of the intersection of US 80 and I-8
Rainbow Wash,42800,Precip.,11/6/2000,33 14 08.0,112 38 21.0,905,9 miles south of Buckeye on SR 85
Maricopa Mountains,43000,Precip.,4/21/2005,32 59 26.3,112 31 21.9,1210,11 miles ENE of Gila Bend
Hassayampa R. @ Patton Rd.,43208,Flasher,8/8/2013,33 44 19.7,112 41 29.7,1540,Hassayampa River @ Patton Road
Hassayampa R. @ Patton Rd.,43232,Status,8/8/2013,33 44 19.7,112 41 29.7,1540,Hassayampa River @ Patton Road
Hassayampa R. @ Patton Rd.,43235,Status,8/8/2013,33 44 19.7,112 41 29.7,1540,Hassayampa River @ Patton Road
Hassayampa R. @ Patton Rd.,43238,Flasher,8/8/2013,33 44 19.7,112 41 29.7,1540,Hassayampa River @ Patton Road
Dead Horse Wash,43700,Precip.,11/1/2000,33 46 51.6,113 01 43.0,2165,"Near Aguila Rd., 14 miles SE of Aguila"
Buckeye FRS #1,44000,Precip.,7/26/1983,33 27 21.8,112 44 53.6,1075,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
Buckeye FRS #1,44001,Temperature,3/1/1997,33 27 21.8,112 44 53.6,1075,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
Buckeye FRS #1,44002,Humidity,2/11/1997,33 27 21.8,112 44 53.6,1075,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
Buckeye FRS #1,44003,Pressure,2/11/1997,33 27 21.8,112 44 53.6,1075,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
Buckeye FRS #1,44004,Ave. Wind,1/1/2003,33 27 21.8,112 44 53.6,1075,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
Buckeye FRS #1,44005,Wind Dir.,8/28/2000,33 27 21.8,112 44 53.6,1075,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
Buckeye FRS #1,44006,Peak Wind,2/11/1997,33 27 21.8,112 44 53.6,1075,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
Buckeye FRS #1,44016,Dewpoint,1/1/2003,33 27 21.8,112 44 53.6,1075,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
Buckeye FRS #2,44500,Precip.,11/11/1992,33 26 22.3,112 35 47.4,1115,5 mi. N of Buckeye nr the alignments of Yuma and Miller Roads
Camelback Rd. @ Turner Rd.,44600,Precip.,5/3/2017,33 30 28.5,112 38 35.2,1410,Camelback alignment 2 mi. E of Sun Valley Pkwy.
Wagner Wash @ Sun Valley Pkwy.,44700,Precip.,2/16/2017,33 38 06.8,112 41 25.9,1440,Sun Valley Pkwy. @ Bell Rd. alignment
Wagner Wash @ Sun Valley Pkwy.,44707,Stream PT,2/16/2017,33 38 06.8,112 41 25.9,1440,Sun Valley Pkwy. @ Bell Rd. alignment
Hassayampa Landfill,44800,Precip.,4/15/1993,33 22 12.7,112 45 06.7,920,2 mi. NW of Hassayampa
Jackrabbit Wash,45000,Precip.,9/14/1982,33 42 55.6,112 52 54.4,1725,Aguila Road at Wickenburg Road
Morristown,45200,Precip.,5/13/1992,33 51 23.5,112 37 27.3,1980,"US 60/93 at Morristown, 10 mi. SE of Wickenburg"
Hassayampa R. @ US 60,45700,Precip.,3/14/1994,33 58 13.2,112 43 37.3,2045,Hassayampa River at US 60/93 in Wickenburg
Sunset FRS,46000,Precip.,5/11/1989,33 57 53.7,112 44 32.6,2140,3/4 mi. WSW of the US 60 / US 93 intersection in Wickenburg
Belmont Mountains,46300,Precip.,12/16/2002,33 39 26.5,112 54 42.0,1860,4.8 miles SW of the Wickenburg / Aguila Roads intersection
Belmont Mountains,46301,Temperature,3/20/2007,33 39 26.5,112 54 42.0,1860,4.8 miles SW of the Wickenburg / Aguila Roads intersection
Belmont Mountains,46302,Humidity,3/20/2007,33 39 26.5,112 54 42.0,1860,4.8 miles SW of the Wickenburg / Aguila Roads intersection
Belmont Mountains,46304,Ave. Wind,3/20/2007,33 39 26.5,112 54 42.0,1860,4.8 miles SW of the Wickenburg / Aguila Roads intersection
Belmont Mountains,46305,Wind Dir.,3/20/2007,33 39 26.5,112 54 42.0,1860,4.8 miles SW of the Wickenburg / Aguila Roads intersection
Belmont Mountains,46306,Peak Wind,3/20/2007,33 39 26.5,112 54 42.0,1860,4.8 miles SW of the Wickenburg / Aguila Roads intersection
Belmont Mountains,46311,Solar Rad.,3/20/2007,33 39 26.5,112 54 42.0,1860,4.8 miles SW of the Wickenburg / Aguila Roads intersection
Belmont Mountains,46316,Dewpoint,3/20/2007,33 39 26.5,112 54 42.0,1860,4.8 miles SW of the Wickenburg / Aguila Roads intersection
Sunnycove FRS,46500,Precip.,8/11/1986,33 57 26.1,112 44 23.2,2150,1 mi. SW of the US 60 / US 93 intersection in Wickenburg
Twin Peaks,46800,Precip.,3/27/2003,33 53 01.1,112 49 22.4,2565,6 miles SW of Wickenburg
Vulture Mine Rd.,47000,Precip.,10/14/1981,33 57 08.4,112 46 18.4,2315,3 mi. SW of Wickenburg
Box Wash,47500,Precip.,3/11/2003,33 50 57.4,112 47 56.8,2260,9 miles southwest of Wickenburg
Sols Wash @ SR 71,47700,Precip.,9/24/1981,34 07 06.7,112 57 45.8,2740,1/2 mile SW of the SR 71 / US 93 intersection
Sun Valley Pkwy. @ Northern Ave.,48300,Precip.,8/2/2005,33 33 12.4,112 40 40.9,1400,Sun Valley Pkwy. at Northern Ave.
Daggs Wash,48500,Precip.,11/8/2007,33 44 45.2,112 43 30.2,1680,9.5 miles SW of Circle City
Buckeye FRS #3,48800,Precip.,11/23/1992,33 26 49.5,112 33 21.4,1150,1/4 mi. NE of I-10 and Watson Rd.
Stanton,49000,Precip.,6/16/1994,34 09 49.8,112 43 49.6,3465,"6.5 mi. East of Congress, Yavapai County"
Mid-Martinez Creek,49200,Precip.,4/27/1995,34 07 30.8,112 48 02.1,2840,3.7 mi SSE of the US 89 / SR 71 junction
Martinez Creek,49500,Precip.,11/23/1994,34 01 41.8,112 47 32.1,2370,1 mi. East of the US 93 / US 89 junction
Congress,49700,Precip.,6/16/1994,34 09 45.6,112 50 47.0,3040,1/10 mi. west of US 89 at SR 71
Sols Trib. @ US 93,50000,Precip.,5/2/1995,34 03 06.8,112 51 01.1,2580,3.3 miles NW of the US 93 / US 89 junction
Sols Tank,50300,Precip.,7/25/1995,34 03 41.6,112 54 53.6,2595,6.3 mi. WNW of the US 93 / US 89 junction
Black Hill,50500,Precip.,6/15/1995,34 00 47.5,112 50 57.6,2450,2.3 miles WSW of the US 93 / US 89 junction
Sols Wash near Matthie,50800,Precip.,8/4/1995,33 59 14.8,112 47 34.7,2245,"Sols Wash at SPRR bridge, 2 mi. N. of Wickenburg Airport"
Black Mountain,51000,Precip.,7/6/1994,33 56 48.6,112 52 57.8,2640,9 miles west of Wickenburg
Hartman Wash,51200,Precip.,7/6/1994,33 57 46.0,112 49 40.7,2460,"On US 60 bridge, 6.3 mi. West of US 60 / US 93"
Flying E Tank,51500,Precip.,5/9/1995,33 56 12.2,112 49 01.2,2510,6.3 mi. WSW of the US 93 / US 89 junction at Wickenburg
Flying E Wash,51700,Precip.,7/12/1994,33 57 44.0,112 46 58.5,2305,"On US 60 bridge, 3 mi. West of US 60 / US 93"
Casandro Wash,52000,Precip.,7/12/1994,33 57 43.3,112 45 55.0,2240,"On US 60 bridge, 2 mi. West of US 60 / US 93"
Constellation Road,52300,Precip.,8/3/1994,33 58 33.0,112 42 12.9,2260,1.4 mi. NE of the US 60 / US 93 junction
Powder House Wash,52500,Precip.,5/18/1995,33 58 51.0,112 43 02.3,2150,"1/2 mi. NE of US 60 and Constellation Rd., Wickenburg"
Wickenburg Airport,52800,Precip.,8/3/1994,33 57 53.5,112 48 14.4,2385,4.5 mi. West of the US 60 / US 93 junction
Wickenburg Airport,52801,Temperature,8/3/1994,33 57 53.5,112 48 14.4,2385,4.5 mi. West of the US 60 / US 93 junction
Wickenburg Airport,52802,Humidity,8/3/1994,33 57 53.5,112 48 14.4,2385,4.5 mi. West of the US 60 / US 93 junction
Wickenburg Airport,52803,Pressure,8/3/1994,33 57 53.5,112 48 14.4,2385,4.5 mi. West of the US 60 / US 93 junction
Wickenburg Airport,52804,Ave. Wind,8/3/1994,33 57 53.5,112 48 14.4,2385,4.5 mi. West of the US 60 / US 93 junction
Wickenburg Airport,52805,Wind Dir.,5/1/2001,33 57 53.5,112 48 14.4,2385,4.5 mi. West of the US 60 / US 93 junction
Wickenburg Airport,52806,Peak Wind,8/3/1994,33 57 53.5,112 48 14.4,2385,4.5 mi. West of the US 60 / US 93 junction
Wickenburg Airport,52811,Solar Rad.,8/3/1994,33 57 53.5,112 48 14.4,2385,4.5 mi. West of the US 60 / US 93 junction
Wickenburg Airport,52816,Dewpoint,8/5/1994,33 57 53.5,112 48 14.4,2385,4.5 mi. West of the US 60 / US 93 junction
Casandro Dam,53000,Precip.,8/15/1996,33 58 02.8,112 44 54.7,2165,1.1 miles W of the US60 / US93 intersection
Burton Tank,53200,Precip.,3/19/2002,34 07 24.3,112 51 39.8,2870,3 miles SSW of Congress in Yavapai County
Hassayampa R. @ Box Canyon,53500,Precip.,11/17/1983,34 02 42.3,112 42 36.5,2245,"6 mi. N of Wickenburg on Hassayampa River, Yavapai County"
O'Brien Gulch,53700,Precip.,9/1/1981,34 06 11.6,112 34 30.5,2975,"11 mi. NE of Wickenburg, Yavapai County"
Minnehaha,54000,Precip.,6/16/1981,34 09 59.4,112 24 20.8,5610,"8 mi. E of Wagoner, Yavapai County"
Hassayampa R. @ Wagoner Rd.,54300,Precip.,12/19/1983,34 18 36.6,112 34 07.6,3760,6 mi. ESE of Kirkland Junction
Wilhoit,54500,Precip.,9/24/1981,34 25 36.4,112 35 08.2,5055,"At Wilhoit, 10 mi. SSW of Prescott, Yavapai County"
Bucks Well,55000,Precip.,12/11/2002,34 11 41.8,112 55 14.6,3290,5.5 miles NW of Congress
Antelope Creek,55200,Precip.,7/9/2003,34 02 55.6,112 46 45.7,2400,6.5 miles NNW of Wickenburg
Upper Martinez Cr.,55500,Precip.,2/26/2002,34 12 18.1,112 49 22.6,3270,4.5 miles WSW of Yarnell
IBW @ McKellips Rd.,55700,Precip.,7/15/1985,33 26 57.2,111 54 53.3,1190,On Indian Bend Wash 1/4 mi. South of McKellips
Osborn Rd. @ 64th St.,56000,Precip.,10/22/1997,33 29 06.4,111 56 33.5,1255,200 yards South of Osborn Rd. @ 64th St.
Osborn Rd. @ 64th St.,56001,Temperature,1/16/1998,33 29 06.4,111 56 33.5,1255,200 yards South of Osborn Rd. @ 64th St.
Osborn Rd. @ 64th St.,56002,Humidity,1/16/1998,33 29 06.4,111 56 33.5,1255,200 yards South of Osborn Rd. @ 64th St.
Osborn Rd. @ 64th St.,56004,Ave. Wind,1/16/1998,33 29 06.4,111 56 33.5,1255,200 yards South of Osborn Rd. @ 64th St.
Osborn Rd. @ 64th St.,56005,Wind Dir.,5/26/1998,33 29 06.4,111 56 33.5,1255,200 yards South of Osborn Rd. @ 64th St.
Osborn Rd. @ 64th St.,56006,Peak Wind,1/16/1998,33 29 06.4,111 56 33.5,1255,200 yards South of Osborn Rd. @ 64th St.
Osborn Rd. @ 64th St.,56016,Dewpoint,1/21/1998,33 29 06.4,111 56 33.5,1255,200 yards South of Osborn Rd. @ 64th St.
